Service Area,Account Description,Creditor,Journal Date,Journal Reference,Total
Children's Family Services,Building Repairs & Maintenance,WICKES,30/03/2016,7619,74.95
Children's Family Services,Building Repairs & Maintenance,WICKES,31/03/2016,7630,6.05
Children's Family Services,Building Repairs & Maintenance,WICKES,31/03/2016,7631,32.47
Children's Family Services,Equipment and Materials Purcha,WICKES,22/07/2015,4728,87.45
Children's Family Services,Other Services,WICKES,01/07/2015,4499,29.98
Children's Family Services,Equipment and Materials Purcha,WILDWOODS WATER GARDEN,19/06/2015,4362,19.83
Children's Family Services,Other Transfer Payments to Soc,WILKO RETAIL LIMIT,03/06/2015,3303,19.9
Children's Family Services,Other Transfer Payments to Soc,WILKO RETAIL LIMIT,07/08/2015,4923,4.9
Children's Family Services,Other Transfer Payments to Soc,WILKO RETAIL LIMIT,07/08/2015,4924,3.95
Children's Family Services,Other Transfer Payments to Soc,WILKO RETAIL LIMIT,07/12/2015,6297,35.1
Children's Family Services,Other Transfer Payments to Soc,WILKO RETAIL LIMIT,14/08/2015,5014,8.35
Children's Family Services,Other Transfer Payments to Soc,WILKO RETAIL LIMIT,16/11/2015,6023,6.9
Children's Family Services,Other Transfer Payments to Soc,WILKO RETAIL LIMIT,20/07/2015,4700,3.75
Children's Family Services,Other Transfer Payments to Soc,WILKO RETAIL LIMIT,22/12/2015,6498,8.9
Children's Family Services,Other Transfer Payments to Soc,WILKO RETAIL LIMIT,23/12/2015,6526,6.5
Children's Family Services,Other Transfer Payments to Soc,WILKO RETAIL LIMIT,23/12/2015,6529,9.9
Children's Family Services,Equipment and Materials Purcha,WILKO.COM,12/11/2015,5998,34
Children's Family Services,Equipment and Materials Purcha,WILLIAM CHANNON,12/02/2016,7074,28.75
Children's Family Services,Legal and Court Fees,WILSON SOLICITORS,04/09/2015,5224,500
Children's Family Services,Legal and Court Fees,WILSON SOLICITORS,12/08/2015,4975,500
Children's Family Services,Legal and Court Fees,WILSON SOLICITORS,27/07/2015,4800,500
Children's Family Services,Legal and Court Fees,WILSON SOLICITORS,28/07/2015,4819,500
Children's Education & Skills,Hardware Purchases,WIX.COM,11/12/2015,6353,41.14
Children's Education & Skills,Software Licences & Support,WIX.COM,11/12/2015,6351,2.4
Children's Education & Skills,Software Licences & Support,WIX.COM,11/12/2015,6352,111.75
Children's Family Services,Equipment and Materials Purcha,WJ CHITTY,19/05/2015,3144,50.8
Children's Education & Skills,Cleaning and domestic material,WMF UNITED KINGDOM,21/05/2015,5672,93
Children's Education & Skills,Cleaning and domestic material,WMF UNITED KINGDOM LTD,05/02/2016,6971,142.77
Children's Education & Skills,Cleaning and domestic material,WMF UNITED KINGDOM LTD,06/08/2015,4904,77.5
Children's Education & Skills,Cleaning and domestic material,WMF UNITED KINGDOM LTD,11/09/2015,5294,97.5
Children's Family Services,Equipment and Materials Purcha,WORLD OF BEARS,21/03/2016,7526,37.5
Children's Family Services,Equipment and Materials Purcha,WORLDSTORES LTD,11/02/2016,7056,-537.6
Children's Family Services,Equipment and Materials Purcha,WORLDSTORES LTD,29/01/2016,6863,537.6
Children's Family Services,Other Transfer Payments to Soc,WORLDSTORES LTD,26/02/2016,7236,211.96
Children's Family Services,Other Services,WORTLEY HALL,06/07/2015,4556,100
Children's Family Services,Other Services,WORTLEY HALL,29/06/2015,4459,82
Children's Family Services,Other Services,WP-1ST LOTUS DRIVI,30/09/2015,5490,25
Streetscene,Training,WP-CII TRAINING TECH,07/10/2015,5572,540
Commissioning,Stationery,WP-STAMPS DIRECT L,22/10/2015,5717,105.6
Children's Service DSG,Subscriptions,WP-THE BRITISH ASS,07/12/2015,6294,130
Commissioning,Training,WP-THE VIRTUAL COL,06/05/2015,3067,30
Children's Education & Skills,Equipment and Materials Repair,WP-WATCHBATTERY (U,12/06/2015,4249,27.72
Children's Education & Skills,Equipment and Materials Repair,WP-WATCHBATTERY (U,20/01/2016,6743,27.7
Children's Education & Skills,Equipment and Materials Repair,WP-WATCHBATTERY (U,28/09/2015,5446,14.7
Children's Family Services,Other Services,WVR.UK (HOSEASONS GP),03/08/2015,4863,9
Children's Family Services,Other Services,WVR.UK (HOSEASONS GP),03/08/2015,4864,399
Children's Family Services,Equipment and Materials Purcha,WWW 4OURHOUSE CO UK,25/05/2015,3187,21.46
Children's Family Services,Other Services,"WWW,MECHLITE.CO.UK",25/05/2015,3195,104.4
Children's Family Services,Equipment and Materials Purcha,WWW.4OURHOUSE.CO.UK,07/12/2015,6285,9.75
Adults and Communities,Training,WWW.ADASS.ORG.UK,02/02/2016,6911,499
Adults and Communities,Training,WWW.ADASS.ORG.UK,04/02/2016,6958,499
Children's Education & Skills,Travelling Expenses,WWW.ADDISONLEE.COM,19/02/2016,7140,20.2
Children's Education & Skills,Travelling Expenses,WWW.ADDISONLEE.COM,19/02/2016,7141,20.2
Children's Family Services,Other Agencies - Third Party P,WWW.ANYVAN.COM,16/09/2015,5338,23
Children's Family Services,Equipment and Materials Purcha,WWW.AQUATICSTOYOURDOOR,04/06/2015,4137,97.7
Children's Family Services,Other Services,WWW.AXISEDUCATION.CO.U,25/09/2015,5434,88.94
Children's Family Services,Equipment and Materials Purcha,WWW.BAKERROSS.CO.UK,03/02/2016,6938,41.43
Children's Family Services,Equipment and Materials Purcha,WWW.BAKERROSS.CO.UK,11/06/2015,4242,12.47
Children's Family Services,Equipment and Materials Purcha,WWW.BAKERROSS.CO.UK,12/11/2015,5997,24.02
Children's Family Services,Equipment and Materials Purcha,WWW.BAKERROSS.CO.UK,21/01/2016,6761,56.3
Children's Family Services,Equipment and Materials Purcha,WWW.BAKERROSS.CO.UK,23/10/2015,5741,76.43
Children's Family Services,Equipment and Materials Purcha,WWW.BAKERROSS.CO.UK,29/01/2016,6872,44.06
Children's Family Services,Equipment and Materials Purcha,WWW.BHS.CO.UK,24/11/2015,6118,49.98
Children's Family Services,Other Services,WWW.BISHOPSPORTS.CO.UK,17/07/2015,4678,891.11
Streetscene,Equipment and Materials Purcha,WWW.BLUESKY-WORLD.COM,06/11/2015,5905,118.81
Streetscene,Equipment and Materials Purcha,WWW.BLUESKY-WORLD.COM,29/10/2015,5806,19.95
Children's Family Services,Miscellaneous Expenses,WWW.BRENTGOV.UK,21/05/2015,3164,20
Children's Service DSG,Subscriptions,WWW.BRENTGOV.UK,01/02/2016,6898,150
Children's Family Services,Other Services,WWW.BRITISHNEWSPAPERAC,12/05/2015,3096,66.62
Children's Family Services,Miscellaneous Expenses,WWW.CAMDEN.GOV.UK,04/06/2015,4138,10
Children's Family Services,Miscellaneous Expenses,WWW.CAMDEN.GOV.UK,06/07/2015,4547,20
Children's Family Services,Miscellaneous Expenses,WWW.CAMDEN.GOV.UK,08/07/2015,4595,120
Children's Family Services,Miscellaneous Expenses,WWW.CAMDEN.GOV.UK,29/01/2016,6871,20
Children's Family Services,Other Agencies - Third Party P,WWW.CAMDEN.GOV.UK,25/05/2015,3188,8.33
Children's Family Services,Legal and Court Fees,WWW.CARLUCCIOS.COM,29/01/2016,6860,40
Children's Family Services,Education CFR Administrative S,WWW.CARPHONEWAREHO,14/09/2015,5302,124.98
Children's Family Services,Other Services,WWW.CARTRIDGEPEOPLE.CO,01/12/2015,6220,100
Assurance,Stationery,WWW.CARTRIDGEWORLD.CO.,10/11/2015,5949,123.99
Children's Family Services,Equipment and Materials Purcha,WWW.CHEAPBEDSDIRECT.CO,07/09/2015,5230,156.9
Children's Family Services,Subscriptions,WWW.CIMAGLOBAL.COM,28/10/2015,5799,108
Customer Support Group,Training,WWW.CIPS.ORG,08/02/2016,7008,178.5
Assurance,General Office Expenses,WWW.CLOTHES2ORDER.C,21/05/2015,5729,"1,276.92"
Children's Family Services,Other Agencies - Third Party P,WWW.COMAPRETHEMANANDTH,03/07/2015,4537,87.04
Children's Family Services,Other Agencies - Third Party P,WWW.COMAPRETHEMANANDTH,09/06/2015,4194,57.19
Children's Family Services,Other Agencies - Third Party P,WWW.COMAPRETHEMANANDTH,09/06/2015,4195,39.06
Children's Family Services,Other Agencies - Third Party P,WWW.COMAPRETHEMANANDTH,21/05/2015,3169,37.76
Children's Family Services,Other Services,WWW.COMAPRETHEMANANDTH,01/06/2015,3274,41.57
Children's Family Services,Other Transfer Payments to Soc,WWW.COMAPRETHEMANANDTH,02/02/2016,6922,49.46
Children's Family Services,Other Transfer Payments to Soc,WWW.COMAPRETHEMANANDTH,02/02/2016,6923,57.12
Children's Family Services,Other Transfer Payments to Soc,WWW.COMAPRETHEMANANDTH,05/11/2015,5894,75.61
Children's Family Services,Other Transfer Payments to Soc,WWW.COMAPRETHEMANANDTH,07/12/2015,6292,64.65
Children's Family Services,Other Transfer Payments to Soc,WWW.COMAPRETHEMANANDTH,08/02/2016,6996,72.11
Children's Family Services,Other Transfer Payments to Soc,WWW.COMAPRETHEMANANDTH,08/10/2015,5580,78.34
Children's Family Services,Other Transfer Payments to Soc,WWW.COMAPRETHEMANANDTH,08/12/2015,6307,85.89
Children's Family Services,Other Transfer Payments to Soc,WWW.COMAPRETHEMANANDTH,08/12/2015,6308,57.01
Children's Family Services,Other Transfer Payments to Soc,WWW.COMAPRETHEMANANDTH,13/10/2015,5619,86.6
Children's Family Services,Other Transfer Payments to Soc,WWW.COMAPRETHEMANANDTH,14/08/2015,5012,167.29
Children's Family Services,Other Transfer Payments to Soc,WWW.COMAPRETHEMANANDTH,16/12/2015,6417,173.79
Children's Family Services,Other Transfer Payments to Soc,WWW.COMAPRETHEMANANDTH,25/02/2016,7221,66.3
Children's Family Services,Travelling Expenses,WWW.COMAPRETHEMANANDTH,15/12/2015,6402,97.14
Children's Family Services,Education CFR Administrative S,WWW.COMPUTINGPLUS.CO.U,20/11/2015,6077,85
Children's Service DSG,Equipment and Materials Purcha,WWW.CONNEVANS.COM,01/05/2015,3039,220.95
Children's Service DSG,Equipment and Materials Purcha,WWW.CONNEVANS.COM,12/11/2015,5999,182.67
Children's Service DSG,Equipment and Materials Purcha,WWW.CONNEVANS.COM,12/11/2015,6000,76.2
Children's Service DSG,Equipment and Materials Purcha,WWW.CONNEVANS.COM,17/07/2015,4680,160.38
Children's Service DSG,Equipment and Materials Purcha,WWW.CONNEVANS.COM,24/02/2016,7197,131.67
Children's Service DSG,Equipment and Materials Purcha,WWW.CONNEVANS.COM,25/09/2015,5437,121.07
Children's Service DSG,Equipment and Materials Purcha,WWW.CONNEVANS.COM,28/01/2016,6853,33.4
Children's Family Services,Equipment and Materials Purcha,WWW.CRAFTCOMPANY.CO.UK,02/03/2016,7299,29.27
Children's Family Services,Miscellaneous Expenses,WWW.DOMINOS.CO.UK,19/02/2016,7147,41.98
Children's Family Services,Other Services,WWW.DOMINOS.CO.UK,16/12/2015,6414,39.96
Children's Family Services,Other Services,WWW.DOMINOS.CO.UK,22/07/2015,4740,35.98
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,01/10/2015,5499,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,02/07/2015,4515,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,02/07/2015,4516,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,02/07/2015,4517,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,02/07/2015,4518,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,02/07/2015,4519,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,02/07/2015,4520,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,02/07/2015,4521,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,02/07/2015,4522,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,02/07/2015,4523,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,02/07/2015,4524,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,02/07/2015,4525,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,02/07/2015,4526,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,02/07/2015,4527,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,02/07/2015,4528,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,02/07/2015,4529,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,02/07/2015,4530,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,02/09/2015,5200,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,03/08/2015,4866,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,11/01/2016,6616,167.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,11/01/2016,6617,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,11/01/2016,6618,167.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,11/01/2016,6619,202.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,11/01/2016,6620,167.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,11/09/2015,5296,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,13/07/2015,4628,452.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,13/07/2015,4629,652.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,15/12/2015,6393,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,15/12/2015,6394,167.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,15/12/2015,6395,167.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,15/12/2015,6396,167.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,15/12/2015,6397,167.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,15/12/2015,6398,167.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,18/06/2015,4339,452.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,19/01/2016,6722,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,19/08/2015,5051,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,19/08/2015,5052,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,19/08/2015,5053,212.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,19/08/2015,5054,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,19/08/2015,5055,147.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,19/08/2015,5056,167.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,19/08/2015,5057,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,19/08/2015,5058,202.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,19/08/2015,5059,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,19/08/2015,5060,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,19/08/2015,5061,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,19/08/2015,5062,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,19/08/2015,5063,202.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,19/08/2015,5064,202.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,22/06/2015,4368,652.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,23/07/2015,4755,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,23/07/2015,4756,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,23/07/2015,4757,167.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,23/07/2015,4758,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,23/07/2015,4759,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,23/07/2015,4760,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,23/07/2015,4761,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,23/07/2015,4762,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,23/07/2015,4763,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,23/07/2015,4764,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,23/07/2015,4765,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,24/08/2015,5096,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,24/08/2015,5097,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,24/11/2015,6129,202.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,25/02/2016,7207,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,25/02/2016,7208,202.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,25/02/2016,7209,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,25/02/2016,7210,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,25/02/2016,7211,202.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,25/02/2016,7212,292.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,25/02/2016,7214,167.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,25/02/2016,7215,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,25/02/2016,7216,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,25/05/2015,3200,652.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,26/11/2015,6146,167.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,26/11/2015,6147,167.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,26/11/2015,6148,167.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,27/08/2015,5148,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,27/10/2015,5784,232.5
Children's Family Services,E19 - Learning Resources,WWW.EARLYYEARSRESOURCE,30/09/2015,5480,38.03
Children's Family Services,Equipment and Materials Purcha,WWW.EARLYYEARSRESOURCE,24/07/2015,4788,306.68
Children's Family Services,Equipment and Materials Purcha,WWW.EARLYYEARSRESOURCE,24/07/2015,4789,380.77
Children's Family Services,Equipment and Materials Purcha,WWW.EARLYYEARSRESOURCE,24/07/2015,4790,340.18
Children's Family Services,Equipment and Materials Purcha,WWW.EARLYYEARSRESOURCE,24/07/2015,4791,396.21
Children's Family Services,Other Services,WWW.EASTSIDERIDERS.CO.,27/10/2015,5781,140
Children's Family Services,Equipment and Materials Purcha,WWW.EUREKADIRECT.CO.UK,02/07/2015,4514,32.88
Children's Family Services,Equipment and Materials Purcha,WWW.EUREKADIRECT.CO.UK,19/06/2015,4350,138.9
